,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,WnvPresent,NumMosquitos,Day,Month,Year,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Week,geometry
2394,2007-09-19,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999998,8,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.70373599999998 41.704336)
2395,2007-09-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.707973 41.682587)
2396,2007-09-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.707973 41.682587)
2397,2007-09-19,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX TERRITANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.707973 41.682587)
2398,2007-09-19,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.53519799999999 41.680946)
2399,2007-09-19,"3700 118th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,37, E 118TH ST,T212,"3700  E 118TH ST, Chicago, IL",41.680946,-87.535198,8,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.53519799999999 41.680946)
2400,2007-09-19,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,4,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.72654900000001 41.82561)
2401,2007-09-19,"3800 East 115th Street, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,38, E 115TH ST,T215,"3800  E 115TH ST, Chicago, IL",41.686398,-87.531635,8,0,4,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.53163499999999 41.686398)
2402,2007-09-19,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000003,9,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.66634300000003 41.822536)
2403,2007-09-19,"4000 East 130th Street, Chicago, IL 60633, USA",CULEX PIPIENS,40, E 130TH ST,T221,"4000  E 130TH ST, Chicago, IL",41.659112,-87.53869300000002,8,0,3,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.53869300000002 41.659112)
2404,2007-09-19,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999998,9,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.62779599999998 41.821582)
2405,2007-09-19,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX TERRITANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999998,9,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.62779599999998 41.821582)
2406,2007-09-19,"4200 North Richmond Street, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,42, N RICHMOND ST,T146,"4200  N RICHMOND ST, Chicago, IL",41.958271,-87.702575,9,0,2,19,9,2007,1,84,65,75,59,65.0,0.0,10.0,536,1755, ,0.0,29.41,30.11,5.0,26,9.7,38,POINT (-87.702575 41.958271)
2407,2007-09-19,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999998,8,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.72460799999998 41.662014)
2408,2007-09-19,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,0,3,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.585487 41.799282)
2409,2007-09-19,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803423,-87.642984,8,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.642984 41.803423)
2410,2007-09-19,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,7,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.736812 41.798697)
2411,2007-09-19,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,52, S NORDICA,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.797894 41.797616)
2412,2007-09-19,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.797894 41.797616)
2413,2007-09-19,"5500 South Doctor Martin Luther King Junior Drive, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,55, S DR MARTIN LUTHER KING JR DR,T076,"5500  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.794781,-87.615989,8,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.615989 41.794781)
2414,2007-09-19,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,61, S MELVINA AVE,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999997,8,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.77653199999997 41.781416)
2415,2007-09-19,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999997,8,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.77653199999997 41.781416)
2416,2007-09-19,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,0,5,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.778927 41.776156)
2417,2007-09-19,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,0,15,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.778927 41.776156)
2418,2007-09-19,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX TERRITANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.778927 41.776156)
2419,2007-09-19,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS,64, S STONY ISLAND AVE,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.586427 41.778748)
2420,2007-09-19,"6500 South Racine Avenue, Chicago, IL 60636, USA",CULEX PIPIENS/RESTUANS,65, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.65535600000003,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.65535600000003 41.775051)
2421,2007-09-19,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.74002900000001 41.772846)
2422,2007-09-19,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.74002900000001 41.772846)
2423,2007-09-19,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX TERRITANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.74002900000001 41.772846)
2424,2007-09-19,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,0,14,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.703047 41.77166)
2425,2007-09-19,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,0,16,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.703047 41.77166)
2426,2007-09-19,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.562889 41.766202)
2427,2007-09-19,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,0,6,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.562889 41.766202)
2428,2007-09-19,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX TERRITANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.562889 41.766202)
2429,2007-09-19,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.74560200000001 41.759346)
2430,2007-09-19,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,0,6,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.74560200000001 41.759346)
2431,2007-09-19,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX TERRITANS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.74560200000001 41.759346)
2432,2007-09-19,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,0,5,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.612922 41.754676)
2433,2007-09-19,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX TERRITANS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.590773 41.754292)
2434,2007-09-19,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.55551 41.733643)
2435,2007-09-19,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.55551 41.733643)
2436,2007-09-19,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,96, S HOYNE AVE,T161,"9600  S HOYNE AVE, Chicago, IL",41.719059,-87.675088,9,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.675088 41.719059)
2437,2007-09-19,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,0,7,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.531657 41.717753)
2438,2007-09-19,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.531657 41.717753)
2439,2007-09-19,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9,0,16,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.752411 41.778297)
2440,2007-09-19,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9,0,21,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.752411 41.778297)
2441,2007-09-19,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX RESTUANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.752411 41.778297)
2442,2007-09-19,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX TERRITANS,52, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778297,-87.752411,9,0,3,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.752411 41.778297)
2443,2007-09-19,"Chicago, IL, USA",CULEX PIPIENS,43, N ASHLAND AVE OVERPASS,T145,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",41.878114,-87.629798,3,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.62979799999999 41.878114)
2444,2007-09-19,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.58269900000001 41.729669)
2445,2007-09-19,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.536497 41.702724)
2446,2007-09-19,"South Avenue L, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,11, S AVENUE L,T103,"1100  S AVENUE L, Chicago, IL",41.702724,-87.536497,5,0,6,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.536497 41.702724)
2447,2007-09-19,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,5,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.546587 41.740641)
2448,2007-09-19,"South Brandon Avenue, Chicago, IL 60617, USA",CULEX TERRITANS,13, S BRANDON,T209,"1300  S BRANDON, Chicago, IL",41.740641,-87.546587,5,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.546587 41.740641)
2449,2007-09-19,"South Cottage Grove Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S COTTAGE GROVE,T102,"1000  S COTTAGE GROVE, Chicago, IL",41.750498,-87.605294,5,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.605294 41.750498)
2450,2007-09-19,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,942,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.599862 41.673408)
2451,2007-09-19,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,1,26,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.599862 41.673408)
2452,2007-09-19,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,389,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.599862 41.673408)
2453,2007-09-19,"South Doty Avenue, Chicago, IL, USA",CULEX RESTUANS,12, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5,0,4,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.599862 41.673408)
2454,2007-09-19,"South Mackinaw Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,13, S MACKINAW,T206,"1300  S MACKINAW, Chicago, IL",41.737052,-87.54306700000002,5,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.54306700000002 41.737052)
2455,2007-09-19,"South Mackinaw Avenue, Chicago, IL 60617, USA",CULEX TERRITANS,13, S MACKINAW,T206,"1300  S MACKINAW, Chicago, IL",41.737052,-87.54306700000002,5,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.54306700000002 41.737052)
2456,2007-09-19,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,60,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.585413 41.72646500000001)
2457,2007-09-19,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,21,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.585413 41.72646500000001)
2458,2007-09-19,"South Stony Island Avenue, Chicago, IL, USA",CULEX TERRITANS,10, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.72646500000001,-87.585413,5,0,2,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.585413 41.72646500000001)
2459,2007-09-19,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,11,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.559308 41.678618)
2460,2007-09-19,"South Torrence Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,13, S TORRENCE AVE,T200,"1300  S TORRENCE AVE, Chicago, IL",41.678618,-87.559308,5,0,8,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.559308 41.678618)
2461,2007-09-19,"South Vincennes Avenue, Chicago, IL, USA",CULEX SALINARIUS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.64997 41.723195)
2462,2007-09-19,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,3,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.666901 41.868077)
2463,2007-09-19,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,0,3,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.666901 41.868077)
2464,2007-09-19,"West 37th Place, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81, W 37TH PL.,T157,"8100  W 37TH PL., Chicago, IL",41.825902,-87.667827,5,0,1,19,9,2007,2,84,68,76,59,65.0,0.0,11.0,536,1755, ,0.0,29.47,30.09,3.5,25,9.0,38,POINT (-87.667827 41.825902)
2465,2007-09-24,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,0,1,24,9,2007,2,91,71,81,62,69.0,0.0,16.0,541,1746, ,0.0,29.34,29.98,10.0,19,10.5,39,POINT (-87.60088 41.773215)
2466,2007-09-24,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8,0,1,24,9,2007,2,91,71,81,62,69.0,0.0,16.0,541,1746, ,0.0,29.34,29.98,10.0,19,10.5,39,POINT (-87.60088 41.773215)
2467,2007-09-24,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,5,24,9,2007,2,91,71,81,62,69.0,0.0,16.0,541,1746, ,0.0,29.34,29.98,10.0,19,10.5,39,POINT (-87.71678799999999 41.89923)
2468,2007-09-24,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.89923,-87.716788,9,0,12,24,9,2007,2,91,71,81,62,69.0,0.0,16.0,541,1746, ,0.0,29.34,29.98,10.0,19,10.5,39,POINT (-87.71678799999999 41.89923)
